url,address,price,State of the property,Availability,Number of bedrooms,postal_code,city,Surface bedroom 1,Livable surface,Furnished,Kitchen equipment,Kitchen type,Number of showers,Number of toilets,Type of heating,Type of glazing,Entry phone,Elevator,Access for disabled,Floor of appartment,Number of facades,Number of floors,Garden,Terrace,Surface terrace,Swimming pool,Specific primary energy consumption,Validity date EPC/PEB,CO2 emission,Certification - Electrical installation,Flooding Area type,Demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/9280/lebbeke/rbt48260,Hogeweg 14 5,225000,Normal,,2,9280,lebbeke,10 m²,86 m²,No,Super equipped,,,1,Gas,Double glass,Yes,No,,,2,,,Yes,,,523 kWh/m²/year,10/10/2034,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9280/lebbeke/rwc39599,Opwijksestraat 29A 101,395000,Excellent,On contract,2,9280,lebbeke,,152 m²,,,,,,Gas,Double glass,Yes,Yes,,1,2,,,Yes,,,68 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4680/oupeye/vbd07849,Rue Préixhe 20 103,174000,New,,1,4680,oupeye,9 m²,50 m²,Yes,Fully equipped,Western kitchen,1,1,Hot air,Double glass,Yes,Yes,Yes,1,2,4,No,No,,No,,,,"yes, certificate in accordance",possible flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9280/lebbeke/rbt98458,Lindelaan 36 101,345000,Normal,,4,9280,lebbeke,,190 m²,,,,,,Fuel oil,Double glass,Yes,No,No,1,,,No,Yes,,,135 kWh/m²/year,10/06/2034,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4790/burg-reuland/vbc82014,4790 Burg-Reuland,323550,,,,4790,burg-reuland,,,,,,,,Not specified,Triple glass,No,Yes,Yes,,,,,,,No,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4684/haccourt/vwc86623,square pere pire 10,169000,Normal,,2,4684,haccourt,12 m²,104 m²,,Fully equipped,,1,1,Not specified,Double glass,Yes,,,0,,,,,,,414 kWh/m²/year,,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4680/oupeye/vbd15394,Rue de Hermée 68 11,179000,Excellent,On contract,2,4680,oupeye,15 m²,69 m²,No,Partially equipped,Kitchenette,1,1,Gas,Double glass,Yes,No,No,1,2,2,Yes,No,,No,119 kWh/m²/year,18/08/2035,22,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd20751,Rue Thier d'Oupeye 23,285000,New,Immediately,1,4683,vivegnis,,,No,,,,1,,Triple glass,,Yes,Yes,3,,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4681/hermalle-sous-argenteau/vbd14620,Rue Delwaide 206,365000,Normal,,2,4681,hermalle-sous-argenteau,13 m²,87 m²,,,,1,1,Gas,Double glass,,Yes,,,2,3,,Yes,18 m²,No,81 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd07321,Rue de la Cité 77,179000,Excellent,On contract,2,4683,vivegnis,11 m²,70 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,,No,No,,2,,No,Yes,8 m²,No,176 kWh/m²/year,11/05/2035,,"yes, certificate in accordance",no flooding area,a demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd20662,Rue de la Cité 91 12,219900,Excellent,On contract,2,4683,vivegnis,12 m²,61 m²,No,Fully equipped,Western kitchen,1,1,Electricity,Double glass,,No,No,,,1,Yes,Yes,5 m²,No,161 kWh/m²/year,07/07/2035,41,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4680/oupeye/vbc19141,Rue Cockroux 3,250000,,On contract,2,4680,oupeye,,89 m²,No,,,,,Electricity,,,No,,,2,,Yes,No,,,147 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4681/hermalle-sous-argenteau/vbd07848,Rue Préixhe 20 103,174000,New,,1,4681,hermalle-sous-argenteau,9 m²,50 m²,Yes,Fully equipped,Western kitchen,1,1,Hot air,Double glass,Yes,Yes,Yes,1,2,4,No,No,,No,,,,"yes, certificate in accordance",possible flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/4684/haccourt/vbd05976,"Rue de l'Ecluse, 27",185000,,,2,4684,haccourt,,109 m²,,,,,,Fuel oil,,,,,3,3,,No,Yes,22 m²,,332 kWh/m²/year,,82,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4684/haccourt/vbb70221,Rue du Long Fossé 173,299000,Excellent,On contract,2,4684,haccourt,11 m²,115 m²,No,,,,,,Double glass,Yes,Yes,No,,4,1,Yes,Yes,13 m²,No,92 kWh/m²/year,,19,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4684/haccourt/vbd15802,Rue de Tongres 209 01,365000,New,,3,4684,haccourt,11 m²,152 m²,,Super equipped,,2,3,Gas,Double glass,Yes,No,,,3,2,,Yes,30 m²,,89 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd20752,Rue Thier d'Oupeye,285000,New,Immediately,3,4683,vivegnis,,,No,,,,1,,Triple glass,,Yes,Yes,0,,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4681/hermalle-sous-argenteau/vbc88838,Rue Preixhe 4,799000,New,,3,4681,hermalle-sous-argenteau,,153 m²,,Super equipped,,,,,,Yes,Yes,,,3,,,Yes,60 m²,,89 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd07320,Rue de la Cité 77,219000,Excellent,On contract,2,4683,vivegnis,11 m²,93 m²,No,Fully equipped,Western kitchen,2,2,Gas,Double glass,,No,No,,2,1,Yes,Yes,15 m²,No,103 kWh/m²/year,11/05/2035,,"yes, certificate in accordance",no flooding area,a demarcated flooding area
https://immovlan.be/en/detail/duplex/for-sale/4800/verviers/vbd06627,Rue de Mangombroux 234,169000,Excellent,,3,4800,verviers,13 m²,134 m²,No,Super equipped,,1,1,Gas,Double glass,,No,No,2,2,3,No,Yes,20 m²,No,94 kWh/m²/year,21/07/2035,14,"yes, certificate in accordance",(information not available),a demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/4681/hermalle-sous-argenteau/vbd23545,Rue Jean Verkruyst 22 22,290000,Normal,,2,4681,hermalle-sous-argenteau,12 m²,70 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,Yes,Yes,Yes,2,2,2,,Yes,7 m²,,167 kWh/m²/year,,31,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd14881,Rue des Carmes 32 303,98000,,,2,4800,verviers,,67 m²,No,,,,1,,,,No,,3,2,3,No,No,,,432 kWh/m²/year,08/08/2035,432,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd11235,Rue de l'Harmonie 15 1,119000,Excellent,On contract,2,4800,verviers,13 m²,60 m²,No,,,1,1,Gas,Double glass,,No,No,,,,No,No,,No,184 kWh/m²/year,30/01/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbd21692,Avenue Peltzer 21,413500,New,,2,4802,heusy,15 m²,113 m²,,,,,2,,Double glass,Yes,Yes,,5,,5,,Yes,41 m²,,71 kWh/m²/year,17/09/2034,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc69629,Rue de Heusy 32,129000,To renovate,Immediately,2,4800,verviers,15 m²,91 m²,No,Fully equipped,Western kitchen,,1,Gas,Double glass,Yes,Yes,No,4,2,4,No,Yes,4 m²,No,435 kWh/m²/year,15/04/2035,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbd22303,Avenue des Tilleuls 28,338000,Normal,Negotiable,3,4802,heusy,19 m²,148 m²,,,,,1,Fuel oil,Double glass,Yes,Yes,Yes,1,3,3,No,Yes,,,205 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd10663,rue de Dinant 37/2D 6,165000,,On contract,2,4800,verviers,,80 m²,No,,,,1,,,,Yes,,2,2,6,No,Yes,2 m²,,191 kWh/m²/year,29/07/2035,35,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd12759,Rue Coronmeuse 47 305,90000,,Negotiable,1,4800,verviers,,55 m²,No,,,1,1,,,,Yes,,3,2,4,No,No,,,172 kWh/m²/year,,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd22133,Rue des Déportés 80,245000,Normal,,2,4800,verviers,11 m²,80 m²,No,,,,1,Gas,Double glass,Yes,Yes,Yes,2,2,4,No,Yes,6 m²,No,98 kWh/m²/year,02/03/2033,19,"yes, certificate in accordance",no flooding area,a demarcated riparian zone
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc88391,Rue de Liège 49 3ème,219000,,Negotiable,3,4800,verviers,,123 m²,No,,,1,1,,,,Yes,,3,2,5,No,Yes,3 m²,,202 kWh/m²/year,08/12/2034,202,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd09722,Rue de Namur 18,248000,,,5,4800,verviers,18 m²,260 m²,No,,,5,5,Gas,Double glass,,No,No,,2,,No,Yes,30 m²,No,212 kWh/m²/year,01/06/2035,39,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd11267,Rue du Collège 100,159000,Fully renovated,On contract,1,4800,verviers,12 m²,54 m²,No,Super equipped,,1,1,Gas,Double glass,,No,No,0,,2,No,Yes,,No,95 kWh/m²/year,15/09/2034,18,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/ensival/vbd14770,Rue de la Filature 43/10b,239000,,,1,4800,ensival,,130 m²,,,,,,Gas,,,,,2,2,,No,Yes,18 m²,,105 kWh/m²/year,,20,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc92819,Grand-Rue 34/38,245000,,,2,4870,trooz,,89 m²,,,,,,Hot air,,,,,1,2,,No,Yes,21 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd16827,Rue du Collège 100,159000,Fully renovated,On contract,1,4800,verviers,12 m²,54 m²,No,Super equipped,,1,1,Gas,Double glass,,No,No,1,,2,No,Yes,,No,95 kWh/m²/year,15/09/2034,18,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd16861,Rue du Collège 100,159000,Fully renovated,On contract,1,4800,verviers,12 m²,54 m²,No,Super equipped,,1,1,Gas,Double glass,,No,No,2,,2,No,Yes,,No,95 kWh/m²/year,15/09/2034,18,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/ensival/vbd21587,Rue du Premier de Ligne 3 215,110000,Normal,,1,4800,ensival,,50 m²,,,,,,Fuel oil,Double glass,,No,No,2,,,No,No,,,128 kWh/m²/year,23/08/2035,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc92826,Grand-Rue 34/38,239000,,,2,4870,trooz,,87 m²,,,,,,Hot air,,,,,1,2,,No,Yes,21 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd13072,Rue H. F. Grandjean 22 211,180000,To be renovated,On contract,3,4800,verviers,,,,,,,1,Gas,Double glass,,,,,,,No,Yes,,,158 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd11025,Place du Martyr 9,149000,To be renovated,On contract,3,4800,verviers,15 m²,220 m²,,,,,,Gas,Double glass,,Yes,,2,2,7,,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/4800/verviers/vbd11234,Rue de l'Harmonie 15 2,149000,Excellent,On contract,3,4800,verviers,12 m²,130 m²,No,,,1,1,Gas,Double glass,,No,No,,,2,No,No,,No,169 kWh/m²/year,30/01/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc75480,Rue de Verviers 50A,255000,,,2,4870,trooz,,77 m²,,,,,,Hot air,,,,,2,2,,No,Yes,8 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc92829,Grand-Rue 34/38,261000,,,2,4870,trooz,,89 m²,,,,,,Hot air,,,,,2,2,,No,Yes,21 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc92822,Grand-Rue 34/38,255000,,,2,4870,trooz,,87 m²,,,,,,Hot air,,,,,2,2,,No,Yes,21 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc75491,Rue de Verviers 50A,240000,,,2,4870,trooz,,80 m²,,,,,,Hot air,,,,,0,2,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc75487,Rue de Verviers 50A,240000,,,2,4870,trooz,,80 m²,,,,,,Hot air,,,,,1,2,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc92821,Grand-Rue 34/38,229000,,,2,4870,trooz,,90 m²,,,,,,Hot air,,,,,1,2,,No,Yes,14 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc51757,Rue Grand'Rue 34/38,249000,,,2,4870,trooz,,90 m²,,,,,,Hot air,,,,,1,2,,No,Yes,14 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbd15145,Rue Sainry 3 22,219000,Excellent,On contract,2,4870,trooz,12 m²,100 m²,No,Super equipped,,,1,Electricity,Double glass,,No,No,2,,3,Yes,Yes,,No,166 kWh/m²/year,,47,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc75479,Rue de Verviers 50A,255000,,,2,4870,trooz,,77 m²,,,,,,Hot air,,,,,2,2,,No,Yes,8 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc75478,Rue de Verviers 50A,250000,,,2,4870,trooz,,80 m²,,,,,,Hot air,,,,,2,2,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbd15365,Rys de Mosbeux 91 13,200000,Normal,On contract,2,4870,trooz,14 m²,97 m²,No,Fully equipped,Western kitchen,,1,Electricity,,,No,No,1,3,2,No,Yes,4 m²,No,81 kWh/m²/year,,21,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbd19396,Rue Grand'Rue 275 21,199000,Excellent,On contract,2,4870,trooz,11 m²,76 m²,No,Fully equipped,Western kitchen,1,1,Hot air,Double glass,Yes,Yes,Yes,2,3,3,No,Yes,9 m²,No,91 kWh/m²/year,09/07/2030,23,"yes, certificate in accordance",actual flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc75488,Rue de Verviers 50A,240000,,,2,4870,trooz,,80 m²,,,,,,Hot air,,,,,1,2,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc92823,Grand-Rue 34/38,249000,,,2,4870,trooz,,90 m²,,,,,,Hot air,,,,,2,2,,No,Yes,14 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc75490,Rue de Verviers 50A,276000,,,2,4870,trooz,,77 m²,,,,,,Hot air,,,,,1,2,,No,Yes,50 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbd12708,Rue de L'Eglise 5,189000,Normal,,2,4870,trooz,12 m²,95 m²,No,Fully equipped,Western kitchen,,1,Gas,Double glass,Yes,No,No,2,2,2,No,No,,No,164 kWh/m²/year,,30,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89117,Petergensfeld 80,445000,,,2,4730,raeren,,117 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4870/trooz/vbc75483,Rue de Verviers 50A,250000,,,2,4870,trooz,,80 m²,,,,,,Hot air,,,,,2,2,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd22756,1140 Evere,259000,,,2,1140,evere,,89 m²,,,,1,,Fuel oil,,,,,9,4,,No,Yes,12 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd22591,Rue Georges Lorand 12,235000,To be renovated,Immediately,1,1050,elsene,19 m²,50 m²,,,,,,Gas,,No,,,0,,3,Yes,No,,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/1210/sint-joost-ten-node/vbd22490,Rue du Cadran 14,249000,Excellent,On contract,1,1210,sint-joost-ten-node,15 m²,79 m²,No,Super equipped,,1,1,Gas,Double glass,Yes,No,No,2,2,3,,Yes,8 m²,No,331 kWh/m²/year,24/04/2035,66,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbc75484,Rue de Verviers 50A,276000,,,2,4870,trooz,,77 m²,,,,,,Hot air,,,,,1,2,,No,Yes,50 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89125,Petergensfeld 80,399995,,,2,4730,raeren,,108 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89124,Petergensfeld 80,435000,,,2,4730,raeren,,117 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89121,Petergensfeld 80,435000,,,2,4730,raeren,,117 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89113,Petergensfeld 80,415000,,,2,4730,raeren,,104 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89115,Petergensfeld 80,445000,,,2,4730,raeren,,117 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc50462,Burgstraße 37,299000,,,2,4730,raeren,,140 m²,,,,,,Gas,,,,,,,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4731/eynatten/vaz68086,Eupener Straße 1,274500,,,1,4731,eynatten,,80 m²,,,,,,Gas,,,,,,,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89116,Petergensfeld 80,445000,,,2,4730,raeren,,117 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89114,Petergensfeld 80,415000,,,2,4730,raeren,,104 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4731/eynatten/vaz66723,Eupener Straße 1,349500,,,2,4731,eynatten,,115 m²,,,,,,Gas,,,,,,,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/4731/eynatten/vbc23585,Pleistrasse 1/3,139000,,,1,4731,eynatten,,33 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/7100/haine-saint-pierre/vbd01236,Rue Louis Franson 4,129000,Fully renovated,On contract,1,7100,haine-saint-pierre,11 m²,71 m²,No,Fully equipped,Western kitchen,,1,Gas,Double glass,,No,Yes,,2,,Yes,Yes,15 m²,,316 kWh/m²/year,01/07/2035,60,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc40986,Avenue Fidéle Mengal 7 202,221814,Normal,,0,7100,la-louviere,,58 m²,,,,,,Not specified,,,Yes,No,1,,,No,Yes,,,,22/10/2031,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc95965,Rue Achille Chavée 16 21,149000,Normal,On contract,2,7100,la-louviere,9 m²,70 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,Yes,2,2,,No,No,,,100 kWh/m²/year,19/06/2035,19,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd06820,Rue des Croix du Feu 9 608,135000,,On contract,2,7100,la-louviere,,,,,,,1,,,,,,6,,,No,Yes,,,149 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/haine-saint-paul/vbc11840,7100 Haine-Saint-Paul,150000,Normal,,2,7100,haine-saint-paul,,120 m²,No,,,,,Gas,Double glass,,No,,,2,,Yes,Yes,,,441 kWh/m²/year,30/07/2025,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd01139,Rue Conreur 168,168880,New,On contract,3,7100,la-louviere,20 m²,125 m²,,Super equipped,,,,Gas,Double glass,Yes,Yes,Yes,,3,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc59626,Avenue Fidéle Mengal 7 303,236050,Normal,,2,7100,la-louviere,,81 m²,,,,,,Gas,Double glass,Yes,Yes,No,3,,3,No,Yes,14 m²,,94 kWh/m²/year,09/09/2031,18,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd01762,Rue Louis de Brouckère 85 2,130000,Normal,On contract,2,7100,la-louviere,11 m²,80 m²,No,,,4,1,,Double glass,,Yes,Yes,,2,,No,No,,,148 kWh/m²/year,07/07/2035,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/houdeng-goegnies/vbc78823,Place de Goegnies 29 13,85000,,Negotiable,1,7110,houdeng-goegnies,,,,,,,,Gas,Double glass,,Yes,,,,,,,,,331 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd09886,Rue de Bonne Espérance 42,99000,To be renovated,,2,7100,la-louviere,12 m²,80 m²,,,,,,Gas,,,,,2,3,2,No,No,,,378 kWh/m²/year,01/07/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc91099,Rue Keramis 44 502,179000,Normal,Immediately,2,7100,la-louviere,12 m²,79 m²,No,,,,1,,Double glass,Yes,Yes,Yes,5,2,5,,Yes,,No,189 kWh/m²/year,22/01/2029,35,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc66223,Avenue Fidéle Mengal 7 201,252278,Normal,,2,7100,la-louviere,,94 m²,,,,,,Gas,Double glass,Yes,Yes,No,2,,3,No,Yes,10 m²,,,22/10/2031,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc40985,Rue Gioconda 1 402,215609,Normal,,1,7100,la-louviere,,57 m²,,,,,,Not specified,,,Yes,No,4,,,No,Yes,6 m²,,,22/10/2031,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7110/strepy-bracquegnies/vbc88324,Chaussée Pont du Sart 254 101,195000,Excellent,On contract,2,7110,strepy-bracquegnies,19 m²,125 m²,No,Super equipped,,,2,,Double glass,Yes,No,No,1,2,2,No,Yes,10 m²,,99 kWh/m²/year,04/02/2027,19,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc92209,Rue de Bruges 1,250000,,On contract,3,7100,la-louviere,,130 m²,No,,,1,2,Gas,,,No,,1,3,1,,Yes,40 m²,,304 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/haine-saint-paul/vbc69754,7100 Haine-Saint-Paul,800000,,,,7100,haine-saint-paul,,,,,,,,Not specified,,,,,,4,,No,No,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7100/la-louviere/vbc88944,Rue de Longtain 22 13,210000,Excellent,On contract,4,7100,la-louviere,14 m²,176 m²,No,Super equipped,,,2,Gas,Double glass,Yes,Yes,Yes,4,2,2,No,Yes,,,134 kWh/m²/year,02/06/2035,25,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7100/la-louviere/vbc86482,Rue Jules Destrée 71 0007,250000,Excellent,On contract,3,7100,la-louviere,,,,,,1,2,Gas,Double glass,,Yes,,,,,No,Yes,,,252 kWh/m²/year,,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7110/maurage/vbc71584,Rue de Bray 147 1.1,235000,New,On contract,3,7110,maurage,,165 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,Yes,No,No,1,3,1,,,,,85 kWh/m²/year,29/11/2032,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7110/maurage/vbc66713,Rue de Bray 147 1.1,235000,New,On contract,3,7110,maurage,,165 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,Yes,No,No,1,3,1,,,,,85 kWh/m²/year,29/11/2032,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbs79805,Bergstraat 73,580000,New,,2,9700,oudenaarde,,145 m²,,,,,2,,,,Yes,,2,2,,No,Yes,,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbj71668,Dijkstraat 47,358598,New,,2,9700,oudenaarde,,98 m²,,,,,,,Double glass,Yes,,,0,2,,Yes,Yes,9 m²,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbj71678,Dijkstraat 47,335149,New,,2,9700,oudenaarde,,94 m²,,,,,,,Double glass,Yes,,,1,2,,No,Yes,8 m²,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbj71661,Dijkstraat 47,358510,New,,2,9700,oudenaarde,,104 m²,,,,,,,Double glass,Yes,,,1,2,,No,Yes,8 m²,,,,,No certificate,(information not available),(information not available)
