url,address,price,State of the property,Availability,Number of bedrooms,postal_code,city,Surface bedroom 1,Livable surface,Furnished,Kitchen equipment,Kitchen type,Number of showers,Number of toilets,Type of heating,Type of glazing,Entry phone,Elevator,Access for disabled,Floor of appartment,Number of facades,Number of floors,Garden,Terrace,Surface terrace,Swimming pool,Specific primary energy consumption,Validity date EPC/PEB,CO2 emission,Certification - Electrical installation,Flooding Area type,Demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd23488,Rue du Monténégro 162,199000,Normal,On contract,1.0,1190.0,vorst,14 m²,44 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,No,1.0,2.0,5.0,No,Yes,1 m²,No,139 kWh/m²/year,04/07/2025,27.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6210/les-bons-villers/vbd22961,Chaussée de Bruxelles 596 1.2,335000,,On contract,3.0,6210.0,les-bons-villers,,95 m²,No,,,,2.0,Gas,,,Yes,,1.0,,3.0,No,Yes,,,51 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd23087,Avenue Hamoir 37B,595000,Normal,On contract,2.0,1180.0,ukkel,18 m²,196 m²,No,Super equipped,,1.0,3.0,Gas,Double glass,Yes,Yes,Yes,3.0,4.0,4.0,No,Yes,30 m²,No,255 kWh/m²/year,,20.0,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd23339,Place de Houffalize 24,315000,Normal,On contract,2.0,1030.0,schaarbeek,16 m²,96 m²,,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,No,4.0,,5.0,,Yes,2 m²,Yes,222 kWh/m²/year,26/03/2035,44.0,"No, certificate does not comply",possible flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1970/wezembeek-oppem/vbd23166,Avenue Brueghel 10,290000,To renovate,On contract,2.0,1970.0,wezembeek-oppem,14 m²,85 m²,,Partially equipped,Kitchenette,1.0,2.0,Fuel oil,Double glass,Yes,Yes,No,5.0,,6.0,No,Yes,8 m²,No,166 kWh/m²/year,14/08/2035,42.0,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2570/duffel/rbu25717,Liersesteenweg 16 1,219000,Normal,On contract,2.0,2570.0,duffel,,118 m²,No,,,,,Gas,,,No,,,2.0,,No,No,,,407 kWh/m²/year,16/05/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd23492,Rue du Monténégro 162,199000,Normal,On contract,1.0,1190.0,vorst,14 m²,44 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,No,3.0,2.0,5.0,No,Yes,1 m²,No,140 kWh/m²/year,04/07/2025,27.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd23487,Rue du Monténégro 162,215000,Normal,On contract,1.0,1190.0,vorst,14 m²,46 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,No,0.0,2.0,5.0,Yes,Yes,5 m²,No,482 kWh/m²/year,04/07/2025,96.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd23043,1080 Sint-Jans-Molenbeek,225000,,,1.0,1080.0,sint-jans-molenbeek,,71 m²,,,,,,Fuel oil,,,,,1.0,3.0,,No,Yes,2 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd23490,Rue du Monténégro 162,199000,Normal,On contract,1.0,1190.0,vorst,14 m²,44 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,No,2.0,2.0,5.0,No,Yes,1 m²,No,130 kWh/m²/year,04/07/2025,27.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd23165,Boulevard Lambermont 155,310000,Normal,On contract,2.0,1030.0,schaarbeek,19 m²,96 m²,,Super equipped,,1.0,1.0,Fuel oil,Double glass,Yes,Yes,No,2.0,,5.0,No,Yes,6 m²,No,209 kWh/m²/year,01/09/2035,40.0,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd23097,Rue de Livourne 94,650000,Excellent,On contract,2.0,1050.0,elsene,21 m²,160 m²,No,Super equipped,,2.0,,,Double glass,Yes,Yes,Yes,5.0,2.0,5.0,No,Yes,11 m²,No,186 kWh/m²/year,13/05/2035,37.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8501/bissegem/rbu25555,Hof ter Melle 21 01,299000,Excellent,,2.0,8501.0,bissegem,,80 m²,,,,,1.0,Gas,,Yes,Yes,,0.0,3.0,3.0,Yes,Yes,,,105 kWh/m²/year,01/07/2027,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd23195,Rue des Carilloneurs 46 102,465000,,,2.0,1348.0,louvain-la-neuve,,90 m²,No,,,,1.0,,,,Yes,,2.0,,3.0,No,Yes,,,113 kWh/m²/year,16/04/2035,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd23258,Avenue de l'Eglise Saint-Julien 31,410000,Normal,On contract,3.0,1160.0,oudergem,10 m²,110 m²,No,,,,1.0,Gas,,Yes,,,3.0,3.0,,No,Yes,2 m²,,173 kWh/m²/year,,34.0,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbu25256,8500 Kortrijk,245000,,On contract,2.0,8500.0,kortrijk,,120 m²,,,,,1.0,Gas,Double glass,,Yes,No,2.0,,,No,Yes,5 m²,,115 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18277,Neeroetersesteenweg 26,292000,New,Immediately,2.0,3640.0,kinrooi,,116 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,12 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu18275,Neeroetersesteenweg 26,263000,New,Immediately,2.0,3640.0,kinrooi,,106 m²,No,,,,,Not specified,,,Yes,,,2.0,2.0,Yes,Yes,24 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18282,Neeroetersesteenweg 26,231000,New,Immediately,2.0,3640.0,kinrooi,,97 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,13 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18276,Neeroetersesteenweg 26,212000,New,Immediately,1.0,3640.0,kinrooi,,84 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,11 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18281,Neeroetersesteenweg 26,285000,New,Immediately,2.0,3640.0,kinrooi,,106 m²,No,,,,,Not specified,,,Yes,,2.0,2.0,2.0,No,Yes,35 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18280,Neeroetersesteenweg 26,245000,New,Immediately,2.0,3640.0,kinrooi,,98 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,8 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu18273,Neeroetersesteenweg 26,294000,New,Immediately,2.0,3640.0,kinrooi,,116 m²,No,,,,,Not specified,,,Yes,,,2.0,3.0,Yes,Yes,14 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18279,Neeroetersesteenweg 26,164711,New,Immediately,1.0,3640.0,kinrooi,,76 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,9 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu18274,Neeroetersesteenweg 26,187000,New,Immediately,1.0,3640.0,kinrooi,,85 m²,No,,,,,Not specified,,,Yes,,,2.0,2.0,Yes,Yes,15 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3640/kinrooi/rbu18278,Neeroetersesteenweg 26,277000,New,Immediately,2.0,3640.0,kinrooi,,110 m²,No,,,,,Not specified,,,Yes,,1.0,2.0,2.0,No,Yes,10 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/3640/kinrooi/rbu18285,Neeroetersesteenweg 26,325000,New,Immediately,2.0,3640.0,kinrooi,,149 m²,No,,,,,Not specified,,,Yes,,2.0,2.0,2.0,No,Yes,16 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu18272,Neeroetersesteenweg 26,341726,New,Immediately,2.0,3640.0,kinrooi,,124 m²,No,,,,,Not specified,,,Yes,,,2.0,2.0,Yes,Yes,14 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3640/kinrooi/rbu18283,Neeroetersesteenweg 26,197876,New,Immediately,1.0,3640.0,kinrooi,,91 m²,No,,,,,Not specified,,,Yes,,,2.0,2.0,Yes,Yes,14 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/3640/kinrooi/rbu18284,Neeroetersesteenweg 26,295000,New,Immediately,2.0,3640.0,kinrooi,,111 m²,No,,,,,Not specified,,,Yes,,2.0,2.0,2.0,No,Yes,21 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/1460/ittre/vbd18953,1460 Ittre,269000,Excellent,Immediately,2.0,1460.0,ittre,17 m²,95 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,Yes,Yes,0.0,,2.0,Yes,Yes,20 m²,No,81 kWh/m²/year,,1356.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/triplex/for-sale/1460/ittre/vbc57694,1460 Ittre,245000,,,3.0,1460.0,ittre,,123 m²,No,Super equipped,,,1.0,Gas,,,No,,1.0,,2.0,No,No,,,210 kWh/m²/year,09/03/2030,39.0,"yes, certificate in accordance",(information not available),a demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/6870/saint-hubert/vbd07601,6870 Saint-Hubert,209270,,On contract,2.0,6870.0,saint-hubert,,83 m²,No,,,,,,,,Yes,,,3.0,,Yes,Yes,,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1460/virginal-samme/vbc51764,1460 Virginal-Samme,190000,,,1.0,1460.0,virginal-samme,,56 m²,,,,1.0,,Hot air,,,,,0.0,2.0,,Yes,,,,77 kWh/m²/year,,19.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1460/ittre/vbd04912,1460 Ittre,275000,Excellent,,3.0,1460.0,ittre,24 m²,150 m²,No,Super equipped,,1.0,1.0,Gas,,,No,No,1.0,3.0,1.0,Yes,Yes,10 m²,No,307 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1540/herne/rbt73283,Patriotsesteenweg 124D,190000,To be renovated,On contract,2.0,1540.0,herne,9 m²,80 m²,No,Partially equipped,Kitchenette,1.0,1.0,,Double glass,Yes,No,,1.0,,1.0,No,Yes,17 m²,No,351 kWh/m²/year,24/09/2032,6250.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89118,Petergensfeld 80,415000,,,2.0,4730.0,raeren,,104 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21160,Frepert 104-106,486777,,,2.0,4730.0,hauset,,114 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21153,Frepert 104-106,313223,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/1540/herfelingen/rbt39902,Spoorwegstraat 72,389000,,,3.0,1540.0,herfelingen,,445 m²,No,Super equipped,,,,Gas,Double glass,,No,No,,2.0,,Yes,Yes,,No,297 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21168,Frepert 104-106,450413,,,2.0,4730.0,hauset,,112 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21165,Frepert 104-106,312397,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21169,Frepert 104-106,458678,,,2.0,4730.0,hauset,,112 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21167,Frepert 104-106,312397,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21158,Frepert 104-106,486777,,,2.0,4730.0,hauset,,114 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21155,Frepert 104-106,404132,,,2.0,4730.0,hauset,,94 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21154,Frepert 104-106,458678,,,2.0,4730.0,hauset,,112 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21161,Frepert 104-106,577686,,,2.0,4730.0,hauset,,137 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21166,Frepert 104-106,312397,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89126,Petergensfeld 80,750000,,,3.0,4730.0,raeren,,222 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21164,Frepert 104-106,404132,,,2.0,4730.0,hauset,,94 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21152,Frepert 104-106,313223,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89127,Petergensfeld 80,435000,,,2.0,4730.0,raeren,,116 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21170,Frepert 104-106,313223,,,1.0,4730.0,hauset,,68 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbc41675,Rue Fontaine Saint Jean 51 1.1,247283,Normal,,3.0,4480.0,engis,,125 m²,,,,,,Not specified,,,Yes,No,1.0,,,No,Yes,8 m²,,,22/04/2025,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/raeren/vbc89120,Petergensfeld 80,399995,,,2.0,4730.0,raeren,,108 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4730/hauset/vbd21162,Frepert 104-106,450413,,,2.0,4730.0,hauset,,112 m²,,,,,,Not specified,,,,,,,,Yes,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/4730/hauset/vbd21156,Frepert 104-106,577686,,,2.0,4730.0,hauset,,137 m²,,,,,,Not specified,,,,,,,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/4480/clermont/vbc41683,Rue Fontaine St. Jean 32 0.1,255233,Normal,,2.0,4480.0,clermont,,126 m²,,,,,,Not specified,,,No,No,,,,Yes,Yes,15 m²,,,22/04/2025,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbd18369,Rue Vinâve 15 3,210000,Fully renovated,,2.0,4480.0,engis,,100 m²,No,,,,,Gas,Double glass,Yes,No,No,2.0,,2.0,Yes,No,,,144 kWh/m²/year,18/06/2035,27.0,No certificate,actual flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbc00472,Rue Reine Astrid 9 1,99000,Normal,On contract,1.0,4480.0,engis,11 m²,55 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,No,No,1.0,2.0,1.0,,,,No,205 kWh/m²/year,09/08/2020,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbc64939,Rue Reine Astrid 9 2,95000,Excellent,On contract,1.0,4480.0,engis,33 m²,87 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,No,No,2.0,2.0,2.0,,,,No,202 kWh/m²/year,08/09/2030,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/4480/clermont/vbc41679,Rue Fontaine St. Jean 44,259025,Normal,,3.0,4480.0,clermont,,123 m²,,,,,,Not specified,,,No,No,,,,Yes,Yes,,,,22/04/2025,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbd13785,Rue du Maréchal Foch 94 3,70000,To be renovated,On contract,3.0,4480.0,engis,,,,,,1.0,1.0,Gas,,,,,1.0,2.0,,Yes,No,,,205 kWh/m²/year,,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/4480/engis/vbd13780,Rue du Maréchal Foch 92 6,99000,To be renovated,On contract,2.0,4480.0,engis,,,,,,,1.0,Gas,,,,,2.0,2.0,,Yes,No,,,338 kWh/m²/year,,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7860/lessines/vbd13608,Grand'Place 50 18,170000,Normal,,1.0,7860.0,lessines,,55 m²,,,,,,Electricity,Double glass,Yes,Yes,No,1.0,,3.0,No,Yes,,,79 kWh/m²/year,04/04/2029,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/7860/lessines/vbc71376,Rue Tramasure 12,189000,Fully renovated,On contract,2.0,7860.0,lessines,10 m²,82 m²,No,,,,1.0,Gas,Double glass,Yes,Yes,Yes,0.0,3.0,2.0,,Yes,9 m²,No,157 kWh/m²/year,,31.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7860/lessines/rbu20678,Ancien Chemin d'Ollignies 13,235000,New,On contract,2.0,7860.0,lessines,,86 m²,No,,,1.0,1.0,,Triple glass,Yes,No,,,2.0,3.0,No,No,,No,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7860/lessines/rbt83125,Chaussée de Renaix 55,225000,Normal,,2.0,7860.0,lessines,,111 m²,,,Independent,1.0,1.0,Gas,Double glass,,No,,1.0,4.0,2.0,Yes,Yes,,No,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7860/lessines/vbb17230,Chemin de Chièvres 18 2,98000,Normal,Immediately,2.0,7860.0,lessines,,,No,Fully equipped,,,1.0,,Simple glass,,No,No,1.0,,,,,,,189 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/7860/lessines/vbd16671,Rue Tramasure 12,189000,Fully renovated,On contract,2.0,7860.0,lessines,10 m²,82 m²,No,,,,1.0,Gas,Double glass,Yes,Yes,Yes,0.0,3.0,2.0,No,Yes,9 m²,No,157 kWh/m²/year,,31.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7860/lessines/vwd12759,Cesar despretz 33,239000,Fully renovated,Immediately,3.0,7860.0,lessines,11 m²,112 m²,,,,,,Gas,Double glass,Yes,No,,2.0,3.0,2.0,Yes,Yes,6 m²,,97 kWh/m²/year,13/04/2034,2236.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7866/ollignies/rbu26329,Chaussée Victor Lampe 109 7,171000,To renovate,Immediately,2.0,7866.0,ollignies,12 m²,,No,Fully equipped,Western kitchen,1.0,,Gas,Double glass,,No,,1.0,4.0,3.0,,,,,106 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbc85977,Rue du Port 122/2,180000,Normal,,3.0,7330.0,saint-ghislain,,138 m²,No,Super equipped,,,2.0,Gas,,,No,,,2.0,,No,No,,,146 kWh/m²/year,24/01/2027,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbc93931,Square de la Faiencerie 1 15,248000,New,,2.0,7330.0,saint-ghislain,12 m²,93 m²,,,,,1.0,Electricity,Double glass,Yes,Yes,,1.0,,3.0,Yes,Yes,,No,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbc86863,Square de la Faiencerie 1 3,250000,New,,2.0,7330.0,saint-ghislain,12 m²,101 m²,,,,,1.0,Electricity,Double glass,Yes,Yes,,0.0,,3.0,Yes,Yes,23 m²,No,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7333/tertre/vbb21863,Rue Defuisseaux,228471,New,,2.0,7333.0,tertre,,97 m²,No,,Independent,,1.0,Gas,Double glass,Yes,Yes,Yes,2.0,,3.0,No,Yes,31 m²,,76 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7333/tertre/vbd21888,Rue du Peuple 88b,222471,New,Immediately,2.0,7333.0,tertre,1 m²,115 m²,No,,Independent,,1.0,Gas,Double glass,Yes,Yes,Yes,1.0,,3.0,No,Yes,7 m²,,56 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7331/baudour/vbc73853,Rue Ferrer 2A 03,190000,,,2.0,7331.0,baudour,9 m²,96 m²,,,,,1.0,,,,,,0.0,,,No,Yes,,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7334/hautrage/vbc47935,Rue de Boussu 2.10,205000,New,,2.0,7334.0,hautrage,,,,,,,,,,,Yes,,0.0,,1.0,No,No,,No,0 kWh/m²/year,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7333/tertre/vbc91232,Rue du Peuple 88b,208471,New,Immediately,2.0,7333.0,tertre,,81 m²,No,Fully equipped,Western kitchen,,1.0,Gas,Double glass,Yes,Yes,Yes,0.0,,3.0,Yes,Yes,8 m²,,81 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbd00789,Rue des Préelles 6 1,160000,Normal,On contract,1.0,7330.0,saint-ghislain,,60 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,No,No,1.0,3.0,1.0,Yes,Yes,3 m²,,156 kWh/m²/year,09/07/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbc82351,Square de la Faiencerie 1 1,175000,New,,1.0,7330.0,saint-ghislain,12 m²,64 m²,,,,,1.0,,Double glass,Yes,Yes,,0.0,,,Yes,Yes,13 m²,No,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/7334/hautrage/vbc93930,Square de la Faiencerie 1 19,395000,New,,3.0,7334.0,hautrage,15 m²,136 m²,,,,,1.0,Electricity,Double glass,Yes,Yes,,2.0,,2.0,Yes,Yes,114 m²,No,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbd08249,7330 Saint-Ghislain,120000,Normal,,,7330.0,saint-ghislain,,59 m²,,,,,,Not specified,,No,No,,0.0,,,No,No,,,556 kWh/m²/year,,158.0,,(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/7330/saint-ghislain/vbd00211,Rue des Préelles 6 Rez,192500,Normal,On contract,1.0,7330.0,saint-ghislain,16 m²,60 m²,No,,,1.0,1.0,Gas,Double glass,Yes,No,Yes,0.0,3.0,1.0,Yes,Yes,,,164 kWh/m²/year,09/07/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7333/tertre/vbb43443,Rue du Peuple 88b,205471,New,Immediately,2.0,7333.0,tertre,,85 m²,No,,Independent,,1.0,Gas,Double glass,Yes,Yes,Yes,0.0,,3.0,Yes,Yes,8 m²,,85 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbd21893,rue de l'enseignement 3,250000,Excellent,,3.0,7330.0,saint-ghislain,,100 m²,,,,1.0,1.0,Gas,,Yes,No,,1.0,,1.0,No,No,,,419 kWh/m²/year,,77.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7332/sirault/vbc57413,Rue des Déportés 82,95000,To be renovated,From 29/01/2024,,7332.0,sirault,,127 m²,,,,,,Not specified,,No,No,,0.0,,,No,Yes,18 m²,,375 kWh/m²/year,,71.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc86840,7100 La Louvière,155000,To be renovated,,2.0,7100.0,la-louviere,,104 m²,No,,,,1.0,Gas,,,Yes,,2.0,,,No,No,,,196 kWh/m²/year,,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23561,Rue Alfred Schelfaut 9,189000,Excellent,,1.0,7110.0,boussoit,17 m²,85 m²,No,,,1.0,,Gas,Double glass,Yes,No,No,0.0,2.0,2.0,,Yes,8 m²,,275 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
